Availability,Categories,Description,Gender,Image,Link,Name,NumberOfReviews,PromoPrice,Rate,RegularPrice
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"krem pod oczy 15 ml, nr kat. 390630",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350004_390630_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/LOreal-Paris-Age-Perfect-Cell-Renew-krem-pod-oczy-15-ml,390630,9224",L'ORÉAL PARIS Age Perfect Cell Renew,None,52.99,None,79.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy na noc30 ml, nr kat. 390628",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/349995_390628_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/LOreal-Paris-Age-Perfect-Cell-Renew-serum-do-twarzy-na-noc-30-ml,390628,9225",L'ORÉAL PARIS Age Perfect Cell Renew,None,58.99,None,89.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem wypełniający zmarszczki na dzień i na noc, 50+50 ml, nr kat. 381350",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327467_381350_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Dermika-Luxury-Caviar-krem-wypelniajacy-zmarszczki-na-dzien-i-na-noc-50-50-ml,381350,9223",DERMIKA Luxury Caviar,None,47.99,None,79.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"krem intensywnie regenerujący pod oczy15 ml, nr kat. 381354",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327491_381354_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Dermika-Luxury-Caviar-krem-intensywnie-regenerujacy-pod-oczy-15-ml,381354,9224",DERMIKA Luxury Caviar,None,32.99,None,53.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem ujędrniający na dzień i na noc50 ml, nr kat. 164038",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/346283_164038_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Bursztynowa-Odbudowa-60-przeciwzmarszczkowy-krem-ujedrniajacy-na-dzien-i-na-noc-50-ml,164038,9223",LIRENE Bursztynowa Odbudowa 60+,None,13.99,None,19.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem naprawczy na dzień i na noc50 ml, nr kat. 173175",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/259161_173175_1280_720_85258.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Retinolowe-Odzywienie-70-przeciwzmarszczkowy-krem-naprawczy-na-dzien-i-na-noc-50-ml,173175,9223",LIRENE Retinolowe Odżywienie 70+,None,13.99,None,19.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem - koncentrat aktywnie regenerujący, na dzień i na noc, 60+50 ml, nr kat. 372617",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311165_372617_1280_720_102131.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-koncentrat-aktywnie-regenerujacy-na-dzien-i-na,372617,9223",BIELENDA Royal Bee Elixir,None,19.99,None,27.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem liftingująco- ujędrniający na dzień i na noc, 50+50 ml, nr kat. 372618",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311160_372618_1280_720_102131.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-liftingujaco-ujedrniajacy-na-dzien-i-na-noc-50-,372618,9223",BIELENDA Royal Bee Elixir,None,19.99,None,27.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem - koncentrat silnie odbudowujący, na dzień i na noc, 70+50 ml, nr kat. 372616",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311170_372616_1280_720_102131.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-koncentrat-silnie-odbudowujacy-na-dzien-i-na-n,372616,9223",BIELENDA Royal Bee Elixir,None,19.99,None,27.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem intensywnie regenerujący na dzień i na noc skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291434",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334051_291434_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-70-Intensywne-Odzywienie-krem-intensywnie-regenerujacy-na-dzien-i-na,291434,9223",AA Technologia Wieku 5 Repair 70+ Intensywne Odżywienie,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"regenerujący krem ujędrniający na dzień i na noc, 60+, SPF 650 ml, nr kat. 248619",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319339_248619_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Fenomen-C-regenerujacy-krem-ujedrniajacy-na-dzien-i-na-noc-60-SPF-6-50-ml,248619,9223",PERFECTA Fenomen C,5,21.99,4.5,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem wzmacniający na noc skóra wrażliwa i skłonna do alergii, 70+50 ml, nr kat. 291437",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334056_291437_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-70-Intensywne-Odzywienie-krem-wzmacniajacy-na-noc-skora-wrazliwa-i-s,291437,9223",AA Technologia Wieku 5 Repair 70+ Intensywne Odżywienie,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"regenerujący krem odbudowujący na dzień i na noc, 70+, SPF 650 ml, nr kat. 276349",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319337_276349_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Fenomen-C-regenerujacy-krem-odbudowujacy-na-dzien-i-na-noc-70-SPF-6-50-ml,276349,9223",PERFECTA Fenomen C,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"krem pod oczy nawilżająco-odżywczy15 ml, nr kat. 291438",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334061_291438_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/AA-Technologia-Wieku-5-Repair-70-Intensywne-Odzywienie-krem-pod-oczy-nawilzajaco-odzywczy-15-ml,291438,9224",AA Technologia Wieku 5 Repair 70+ Intensywne Odżywienie,None,16.49,None,21.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"regenerujący krem odbudowujący na noc skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291425",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334041_291425_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-regenerujacy-krem-odbudowujacy-na-noc-skora-wrazliw,291425,9223",AA Technologia Wieku 5 Repair 60+ Złota Kuracja,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"ujędrniający krem wzmacniający na noc skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291428",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334046_291428_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-ujedrniajacy-krem-wzmacniajacy-na-noc-skora-wrazliw,291428,9223",AA Technologia Wieku 5 Repair 60+ Złota Kuracja,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem przeciwzmarszczkowy na dzień skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291422",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334036_291422_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-krem-przeciwzmarszczkowy-na-dzien-skora-wrazliwa-i-,291422,9223",AA Technologia Wieku 5 Repair 60+ Złota Kuracja,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"krem pod oczy napinająco-odżywczy15 ml, nr kat. 291430",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334032_291430_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-krem-pod-oczy-napinajaco-odzywczy-15-ml,291430,9224",AA Technologia Wieku 5 Repair 60+ Złota Kuracja,None,16.49,None,21.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"kompleksowy krem modelujący na dzień i na noc twarz, szyja, dekolt50ml, nr kat. 239014",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/56222_239014_1280_720_4586.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Ekspert-Wieku-60-kompleksowy-krem-modelujacy-na-dzien-i-na-noc-twarz-szyja-dekolt-50,239014,9223",L'ORÉAL PARIS Ekspert Wieku 60+,5,26.99,5.0,34.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"rewitalizujący krem rozświetlający pod oczy15 ml, nr kat. 381297",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/322648_381297_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/AA-Technologia-Wieku-5-Repair-50-Aktywny-Lifting-rewitalizujacy-krem-rozswietlajacy-pod-oczy-15-ml,381297,9224",AA Technologia Wieku 5 Repair 50+ Aktywny Lifting,None,16.49,None,21.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"skoncentrowany krem aktywnie regenerujący na dzień i na noc, cera dojrzała, 70+50 ml, nr kat. 297439",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305435_297439_1280_720_100163.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-aktywnie-regenerujacy-na-dzien-i-na-noc-cera-dojr,297439,9223",EVELINE COSMETICS Royal Snail,None,17.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"skoncentrowany krem ultranaprawczy na dzień i na noc, cera dojrzała, 60+50 ml, nr kat. 297438",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305433_297438_1280_720_100163.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-ultranaprawczy-na-dzien-i-na-noc-cera-dojrzala-60,297438,9223",EVELINE COSMETICS Royal Snail,None,17.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"skoncentrowany krem silnie liftingujący na dzień i na noc, cera dojrzała, 50+50 ml, nr kat. 297435",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305431_297435_1280_720_100163.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-silnie-liftingujacy-na-dzien-i-na-noc-cera-dojrza,297435,9223",EVELINE COSMETICS Royal Snail,None,17.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"skoncentrowany krem pod oczy i na powieki intensywnie liftingujący, na dzień i na noc, 50+/70+20 ml, nr kat. 297443",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305439_297443_1280_720_100163.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-pod-oczy-i-na-powieki-intensywnie-liftingujacy-na,297443,9224",EVELINE COSMETICS Royal Snail,None,16.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem odżywczy na noc50 ml, nr kat. 258640",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/82186_258640_1280_720_23976.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Ekspert-Wieku-70-przeciwzmarszczkowy-krem-odzywczy-na-noc-50-ml,258640,9223",L'ORÉAL PARIS Ekspert Wieku 70+,None,16.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem odżywczy na dzień50 ml, nr kat. 258637",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/187791_258637_1280_720_56393.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Ekspert-Wieku-70-przeciwzmarszczkowy-krem-odzywczy-na-dzien-50-ml,258637,9223",L'ORÉAL PARIS Ekspert Wieku 70+,None,16.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Maseczki,"krem maska na noc, wypełniająca i nawilżająca50 ml, nr kat. 325592",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337954_325592_1280_720.png,"https://www.rossmann.pl/Produkt/Maseczki/LOreal-Paris-Hyaluron-Specialist-krem-maska-na-noc-wypelniajaca-i-nawilzajaca-50-ml,325592,9226",L'ORÉAL PARIS Hyaluron Specialist,None,23.99,None,31.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum wygładzające do twarzy każdy rodzaj cery30 ml, nr kat. 378805",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/331612_378805_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/Lirene-Acid-Power-serum-wygladzajace-do-twarzy-kazdy-rodzaj-cery-30-ml,378805,9225",LIRENE Acid Power,None,19.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z kwasem traneksamowym 2,5%30 ml, nr kat. 370199",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/318513_370199_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-z-kwasem-traneksamowym-25-30-ml,370199,9225",ME+,None,22.49,None,31.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"antygrawitacyjny krem-lifting aktywnie modelujący, na dzień i na noc, 50+50 ml, nr kat. 357731",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/273645_357731_1280_720_89242.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Christian-Laurent-Bakuchiol-antygrawitacyjny-krem-lifting-aktywnie-modelujacy-na-dzien-i-na-noc-50-,357731,9223",CHRISTIAN LAURENT Bakuchiol,None,28.99,None,45.99
Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,"skoncentrowany żel nawilżający z kwasem hialuronowym50 ml, nr kat. 379183",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337961_379183_1280_720.png,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/LOreal-Paris-Hyaluron-Specialist-skoncentrowany-zel-nawilzajacy-z-kwasem-hialuronowym-50-ml,379183,8690",L'ORÉAL PARIS Hyaluron Specialist,None,25.49,None,35.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"wypełniający krem nawilżający na dzień50 ml, nr kat. 325593",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337955_325593_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Hyaluron-Specialist-wypelniajacy-krem-nawilzajacy-na-dzien-50-ml,325593,9223",L'ORÉAL PARIS Hyaluron Specialist,None,23.99,None,31.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"krem pod oczy, wypełniająca kuracja nawilżająca15 ml, nr kat. 325591",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337953_325591_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/LOreal-Paris-Hyaluron-Specialist-krem-pod-oczy-wypelniajaca-kuracja-nawilzajaca-15-ml,325591,9224",L'ORÉAL PARIS Hyaluron Specialist,None,23.99,None,31.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"nawilżający krem liftingujący na dzień i na noc, 50+, SPF 650 ml, nr kat. 248613",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319338_248613_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Fenomen-C-nawilzajacy-krem-liftingujacy-na-dzien-i-na-noc-50-SPF-6-50-ml,248613,9223",PERFECTA Fenomen C,5,21.99,3.5,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na noc regenerująco-wygładzający50 ml, nr kat. 395578",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350332_395578_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Tolpa-pre-age-krem-na-noc-regenerujaco-wygladzajacy-50-ml,395578,9223",TOŁPA pre age,None,22.99,None,34.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"nawilżające serum rozświetlające do twarzy20 ml, nr kat. 395576",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350320_395576_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/Tolpa-pre-age-nawilzajace-serum-rozswietlajace-do-twarzy-20-ml,395576,9225",TOŁPA pre age,None,22.99,None,34.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem ultra naprawczy na dzień i na noc, 70+50 ml, nr kat. 378767",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/321864_378767_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Zlote-Ceramidy-przeciwzmarszczkowy-krem-ultra-naprawczy-na-dzien-i-na-noc-70-50-ml,378767,9223",BIELENDA Złote Ceramidy,None,19.99,None,27.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień nawilżająco-wygładzający50 ml, nr kat. 395577",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350328_395577_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Tolpa-pre-age-krem-na-dzien-nawilzajaco-wygladzajacy-50-ml,395577,9223",TOŁPA pre age,None,22.99,None,34.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem głęboko odbudowujący na dzień i na noc, 60+50 ml, nr kat. 378766",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/321859_378766_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Zlote-Ceramidy-przeciwzmarszczkowy-krem-gleboko-odbudowujacy-na-dzien-i-na-noc-60-50-ml,378766,9223",BIELENDA Złote Ceramidy,None,19.99,None,27.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"liftingujący krem-kuracja modelujący owal twarzy na dzień i na noc, 60+50 ml, nr kat. 319019",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311654_319019_1280_720_102275.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-bioManuka-Lift-liftingujacy-krem-kuracja-modelujacy-owal-twarzy-na-dzien-i-na-noc,319019,9223",EVELINE COSMETICS bioManuka Lift,None,15.99,None,25.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem liftingująco-regenerujący na dzień i na noc, 50+50 ml, nr kat. 378765",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/321854_378765_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Zlote-Ceramidy-przeciwzmarszczkowy-krem-liftingujaco-regenerujacy-na-dzien-i-na-noc-50-50,378765,9223",BIELENDA Złote Ceramidy,None,19.99,None,27.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na noc bakuchiol + skwalan50 ml, nr kat. 381396",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/328771_381396_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Im-NATURIKKE-krem-na-noc-bakuchiol-skwalan-50-ml,381396,9223",I'M NATURIKKE,None,21.49,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"ujędrniający krem-kuracja redukujący zmarszczki na dzień i na noc, 50+50 ml, nr kat. 319016",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311650_319016_1280_720_102275.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-bioManuka-Lift-ujedrniajacy-krem-kuracja-redukujacy-zmarszczki-na-dzien-i-na-noc-,319016,9223",EVELINE COSMETICS bioManuka Lift,None,15.99,None,25.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"odżywczo-wygładzający krem-kuracja pod oczy i na powieki, 50-70+20 ml, nr kat. 319027",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/201252_319027_1280_720_102275.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Eveline-Cosmetics-bioManuka-Lift-odzywczo-wygladzajacy-krem-kuracja-pod-oczy-i-na-powieki-50-70-20,319027,9224",EVELINE COSMETICS bioManuka Lift,None,14.99,None,22.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień 50 ml, nr kat. 381452",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/328789_381452_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Im-NATURIKKE-krem-na-dzien-50-ml,381452,9223",I'M NATURIKKE,None,21.49,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"przeciwzmarszczkowy krem-lifting silnie ujędrniający, na dzień i na noc, 40+50 ml, nr kat. 357730",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/273637_357730_1280_720_89242.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Christian-Laurent-Bakuchiol-przeciwzmarszczkowy-krem-lifting-silnie-ujedrniajacy-na-dzien-i-na-noc-,357730,9223",CHRISTIAN LAURENT Bakuchiol,None,28.99,None,45.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"naturalny krem do twarzy 50+ ujędrniający na noc50 ml, nr kat. 382368",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319988_382368_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/beBIO-Ewa-Chodakowska-naturalny-krem-do-twarzy-50-ujedrniajacy-na-noc-50-ml,382368,9223",BEBIO Ewa Chodakowska,None,18.99,None,25.49
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na noc 50 ml, nr kat. 381453",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/328798_381453_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Im-NATURIKKE-krem-na-noc-50-ml,381453,9223",I'M NATURIKKE,None,21.49,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem przeciwzmarszczkowy na dzień i na noc, 70+50 ml, nr kat. 369990",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/314360_369990_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Neo-Elixir-Mlodosci-krem-przeciwzmarszczkowy-na-dzien-i-na-noc-70-50-ml,369990,9223",PERFECTA Neo-Elixir Młodości,None,24.99,None,33.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"kojący krem pod oczy15 ml, nr kat. 381395",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/328780_381395_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Im-NATURIKKE-kojacy-krem-pod-oczy-15-ml,381395,9224",I'M NATURIKKE,None,17.99,None,24.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień bakuchiol + skwalan50 ml, nr kat. 381397",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/328762_381397_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Im-NATURIKKE-krem-na-dzien-bakuchiol-skwalan-50-ml,381397,9223",I'M NATURIKKE,None,21.49,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy, niacynamid 10% i cynk 1,5%30 ml, nr kat. 370197",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/318511_370197_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-niacynamid-10-i-cynk-15-30-ml,370197,9225",ME+,None,19.99,None,27.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"silnie ujędrniający krem przeciwzmarszczkowy pod oczy15 ml, nr kat. 372614",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311179_372614_1280_720_102131.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Bielenda-Royal-Bee-Elixir-silnie-ujedrniajacy-krem-przeciwzmarszczkowy-pod-oczy-15-ml,372614,9224",BIELENDA Royal Bee Elixir,None,14.99,None,20.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z kwasem hialuronowym 2%30 ml, nr kat. 370191",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/318510_370191_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-z-kwasem-hialuronowym-2-30-ml,370191,9225",ME+,None,19.99,None,27.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum złuszczające z hydrolatem grejpfrutowym ceraz przebarwieniami i trądzikowa30 ml, nr kat. 381435",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/331611_381435_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/Lirene-Acid-Power-serum-zluszczajace-z-hydrolatem-grejpfrutowym-ceraz-przebarwieniami-i-tradzikowa-,381435,9225",LIRENE Acid Power,None,19.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"nawilżający krem wygładzający na dzień i na noc cera sucha i naczynkowa, z hydrolatem z bławatka50 ml, nr kat. 378793",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/331609_378793_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Acid-Power-nawilzajacy-krem-wygladzajacy-na-dzien-i-na-noc-cera-sucha-i-naczynkowa-z-hydrol,378793,9223",LIRENE Acid Power,None,19.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z kwasem poliglutaminowym 1%30 ml, nr kat. 370201",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/318512_370201_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-z-kwasem-poliglutaminowym-1-30-ml,370201,9225",ME+,None,22.49,None,31.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy SPF 3030 ml, nr kat. 370204",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/318514_370204_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-SPF-30-30-ml,370204,9225",ME+,None,22.49,None,31.99
